ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
WB,Albesa,ALBESA_WB,2026-01-29,2026-01-29 11:54:10,https://www.meteo.cat/observacions/xema/dades?codi=WB&dia=2026-01-29T09:00Z,,89%,0.0 mm,,0.9 MJ/m2,10.8 km/h - 268º 1:56 TU,5.6 °C 10:29 TU,1.8 °C 4:24 TU,3.6 °C
XY,Alcarràs,ALCARRAS_XY,2026-01-29,2026-01-29 11:54:13,https://www.meteo.cat/observacions/xema/dades?codi=XY&dia=2026-01-29T09:00Z,,98%,0.1 mm,,,8.6 km/h - 253º 10:27 TU,9.2 °C 10:18 TU,1.4 °C 4:06 TU,3.8 °C
U7,Aldover,ALDOVER_U7,2026-01-29,2026-01-29 11:54:15,https://www.meteo.cat/observacions/xema/dades?codi=U7&dia=2026-01-29T09:00Z,,69%,0.2 mm,,0.8 MJ/m2,19.4 km/h - 19º 1:11 TU,13.1 °C 1:38 TU,8.5 °C 8:20 TU,10.5 °C
WK,Alfarràs,ALFARRAS_WK,2026-01-29,2026-01-29 11:54:18,https://www.meteo.cat/observacions/xema/dades?codi=WK&dia=2026-01-29T09:00Z,,93%,0.0 mm,,,12.6 km/h - 323º 0:29 TU,5.4 °C 10:25 TU,1.2 °C 3:34 TU,3.6 °C
WG,Algerri,ALGERRI_WG,2026-01-29,2026-01-29 11:54:20,https://www.meteo.cat/observacions/xema/dades?codi=WG&dia=2026-01-29T09:00Z,,90%,0.0 mm,,0.9 MJ/m2,20.2 km/h - 335º 0:33 TU,5.5 °C 0:49 TU,2.2 °C 3:48 TU,3.9 °C
X3,Alguaire,ALGUAIRE_X3,2026-01-29,2026-01-29 11:54:22,https://www.meteo.cat/observacions/xema/dades?codi=X3&dia=2026-01-29T09:00Z,,99%,0.0 mm,1003.4 hPa,0.9 MJ/m2,25.2 km/h - 303º 1:18 TU,6.4 °C 10:04 TU,2.0 °C 3:38 TU,3.6 °C
ZB,Alins - Salòria (2.451 m),ALINS___SALORIA_2451_M_ZB,2026-01-29,2026-01-29 11:54:25,https://www.meteo.cat/observacions/xema/dades?codi=ZB&dia=2026-01-29T09:00Z,sense dades,77%,0.9 mm,,1.2 MJ/m2,0.0 km/h - 0º 7:30 TU,-2.9 °C 10:28 TU,-8.9 °C 3:31 TU,-7.1 °C
YT,Alt Àneu - Bonabé (1.693 m),ALT_ANEU___BONABE_1693_M_YT,2026-01-29,2026-01-29 11:54:27,https://www.meteo.cat/observacions/xema/dades?codi=YT&dia=2026-01-29T09:00Z,116 cm,89%,0.0 mm,,0.9 MJ/m2,,-0.6 °C 10:29 TU,-6.2 °C 3:12 TU,-4.7 °C
Z1,Alt Àneu - Bonaigua (2.266 m),ALT_ANEU___BONAIGUA_2266_M_Z1,2026-01-29,2026-01-29 11:54:30,https://www.meteo.cat/observacions/xema/dades?codi=Z1&dia=2026-01-29T09:00Z,173 cm,64%,0.0 mm,,2.2 MJ/m2,28.1 km/h - 214º 0:08 TU,2.4 °C 10:26 TU,-8.0 °C 3:04 TU,-4.5 °C
UU,Amposta,AMPOSTA_UU,2026-01-29,2026-01-29 11:54:32,https://www.meteo.cat/observacions/xema/dades?codi=UU&dia=2026-01-29T09:00Z,,74%,0.1 mm,1002.9 hPa,1.1 MJ/m2,23.0 km/h - 203º 0:31 TU,12.7 °C 0:00 TU,8.2 °C 5:17 TU,9.5 °C
XX,Anglesola - Tornabous,ANGLESOLA___TORNABOUS_XX,2026-01-29,2026-01-29 11:54:35,https://www.meteo.cat/observacions/xema/dades?codi=XX&dia=2026-01-29T09:00Z,,98%,0.0 mm,,,14.4 km/h - 206º 9:46 TU,7.3 °C 10:28 TU,0.4 °C 6:49 TU,2.9 °C
DN,Anglès,ANGLES_DN,2026-01-29,2026-01-29 11:54:37,https://www.meteo.cat/observacions/xema/dades?codi=DN&dia=2026-01-29T09:00Z,,64%,0.0 mm,1001.2 hPa,1.9 MJ/m2,36.0 km/h - 297º 1:52 TU,10.8 °C 10:20 TU,3.7 °C 4:07 TU,6.4 °C
Z6,Arres - Sasseuva (2.228 m),ARRES___SASSEUVA_2228_M_Z6,2026-01-29,2026-01-29 11:54:39,https://www.meteo.cat/observacions/xema/dades?codi=Z6&dia=2026-01-29T09:00Z,116 cm,60%,0.0 mm,,0.9 MJ/m2,19.1 km/h - 306º 9:33 TU,-0.4 °C 9:18 TU,-6.0 °C 1:36 TU,-3.7 °C
X6,Artesa de Segre - Baldomar,ARTESA_DE_SEGRE___BALDOMAR_X6,2026-01-29,2026-01-29 11:54:42,https://www.meteo.cat/observacions/xema/dades?codi=X6&dia=2026-01-29T09:00Z,,97%,0.0 mm,,1.5 MJ/m2,7.9 km/h - 180º 10:15 TU,5.1 °C 10:28 TU,-0.9 °C 6:33 TU,1.3 °C
WW,Artés,ARTES_WW,2026-01-29,2026-01-29 11:54:44,https://www.meteo.cat/observacions/xema/dades?codi=WW&dia=2026-01-29T09:00Z,,92%,0.1 mm,,,,7.1 °C 10:25 TU,-1.5 °C 7:19 TU,0.4 °C
VA,Ascó,ASCO_VA,2026-01-29,2026-01-29 11:54:47,https://www.meteo.cat/observacions/xema/dades?codi=VA&dia=2026-01-29T09:00Z,,82%,0.0 mm,,1.1 MJ/m2,25.2 km/h - 360º 4:54 TU,9.0 °C 10:20 TU,5.4 °C 4:12 TU,7.3 °C
WU,Badalona - Museu,BADALONA___MUSEU_WU,2026-01-29,2026-01-29 11:54:49,https://www.meteo.cat/observacions/xema/dades?codi=WU&dia=2026-01-29T09:00Z,,64%,0.0 mm,1002.7 hPa,2.5 MJ/m2,39.2 km/h - 300º 0:46 TU,11.4 °C 10:27 TU,7.6 °C 6:34 TU,8.5 °C
DJ,Banyoles,BANYOLES_DJ,2026-01-29,2026-01-29 11:54:52,https://www.meteo.cat/observacions/xema/dades?codi=DJ&dia=2026-01-29T09:00Z,,81%,0.0 mm,1001.3 hPa,2.1 MJ/m2,13.0 km/h - 294º 5:53 TU,9.1 °C 10:25 TU,1.8 °C 7:12 TU,3.8 °C
X4,Barcelona - el Raval,BARCELONA___EL_RAVAL_X4,2026-01-29,2026-01-29 11:54:54,https://www.meteo.cat/observacions/xema/dades?codi=X4&dia=2026-01-29T09:00Z,,59%,0.0 mm,1002.1 hPa,2.6 MJ/m2,32.4 km/h - 301º 1:44 TU,12.7 °C 10:29 TU,9.1 °C 2:09 TU,10.0 °C
D5,Barcelona - Observatori Fabra,BARCELONA___OBSERVATORI_FABRA_D5,2026-01-29,2026-01-29 11:54:57,https://www.meteo.cat/observacions/xema/dades?codi=D5&dia=2026-01-29T09:00Z,,78%,0.0 mm,1001.9 hPa,2.2 MJ/m2,41.8 km/h - 267º 1:51 TU,8.4 °C 10:29 TU,4.7 °C 3:00 TU,5.5 °C
X8,Barcelona - Zona Universitària,BARCELONA___ZONA_UNIVERSITARIA_X8,2026-01-29,2026-01-29 11:54:59,https://www.meteo.cat/observacions/xema/dades?codi=X8&dia=2026-01-29T09:00Z,,65%,0.0 mm,1002.0 hPa,2.2 MJ/m2,41.8 km/h - 307º 0:57 TU,13.0 °C 10:29 TU,6.8 °C 5:00 TU,8.7 °C
YX,Batea,BATEA_YX,2026-01-29,2026-01-29 11:55:01,https://www.meteo.cat/observacions/xema/dades?codi=YX&dia=2026-01-29T09:00Z,,88%,1.0 mm,,1.1 MJ/m2,,8.2 °C 10:22 TU,4.2 °C 7:33 TU,6.1 °C
UF,Begues - Pn del Garraf - el Rascler,BEGUES___PN_DEL_GARRAF___EL_RASCLER_UF,2026-01-29,2026-01-29 11:55:04,https://www.meteo.cat/observacions/xema/dades?codi=UF&dia=2026-01-29T09:00Z,,77%,0.0 mm,,2.2 MJ/m2,42.5 km/h - 298º 6:03 TU,9.1 °C 10:25 TU,4.4 °C 0:08 TU,5.3 °C
VB,Benissanet,BENISSANET_VB,2026-01-29,2026-01-29 11:55:06,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-01-29T09:00Z,,86%,0.5 mm,,0.9 MJ/m2,19.1 km/h - 274º 5:13 TU,9.5 °C 10:07 TU,4.2 °C 3:50 TU,6.7 °C
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-01-29,2026-01-29 11:55:09,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-01-29T09:00Z,,61%,0.0 mm,,0.6 MJ/m2,14.4 km/h - 337º 0:51 TU,3.7 °C 2:08 TU,-1.3 °C 4:52 TU,0.8 °C
W8,Blancafort,BLANCAFORT_W8,2026-01-29,2026-01-29 11:55:11,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-01-29T09:00Z,,85%,0.0 mm,,,,8.6 °C 10:29 TU,3.5 °C 4:15 TU,5.5 °C
YS,Cabanes,CABANES_YS,2026-01-29,2026-01-29 11:55:13,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-01-29T09:00Z,,93%,0.0 mm,,2.3 MJ/m2,7.9 km/h - 266º 0:25 TU,11.0 °C 10:29 TU,1.1 °C 3:53 TU,3.2 °C
UP,Cabrils,CABRILS_UP,2026-01-29,2026-01-29 11:55:16,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-01-29T09:00Z,,66%,0.0 mm,1001.4 hPa,0.2 MJ/m2,49.7 km/h - 306º 0:38 TU,9.6 °C 8:01 TU,6.4 °C 5:30 TU,7.6 °C
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-01-29,2026-01-29 11:55:18,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-01-29T09:00Z,,80%,0.0 mm,1001.9 hPa,2.5 MJ/m2,23.8 km/h - 299º 0:12 TU,11.8 °C 10:19 TU,1.7 °C 3:07 TU,5.5 °C
WX,Camarasa,CAMARASA_WX,2026-01-29,2026-01-29 11:55:21,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-01-29T09:00Z,,92%,0.0 mm,,1.5 MJ/m2,21.6 km/h - 298º 0:41 TU,5.6 °C 10:21 TU,0.6 °C 4:31 TU,2.1 °C
XU,Canyelles,CANYELLES_XU,2026-01-29,2026-01-29 11:55:23,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-01-29T09:00Z,,73%,0.0 mm,,1.5 MJ/m2,25.9 km/h - 254º 5:21 TU,12.5 °C 10:23 TU,3.1 °C 3:39 TU,7.4 °C
MQ,Cardona,CARDONA_MQ,2026-01-29,2026-01-29 11:55:26,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-01-29T09:00Z,,99%,0.1 mm,,,,6.3 °C 10:15 TU,-1.9 °C 7:43 TU,0.0 °C
UN,Cassà de la Selva,CASSA_DE_LA_SELVA_UN,2026-01-29,2026-01-29 11:55:28,https://www.meteo.cat/observacions/xema/dades?codi=UN&dia=2026-01-29T09:00Z,,94%,0.1 mm,,1.8 MJ/m2,7.2 km/h - 202º 10:27 TU,9.7 °C 10:22 TU,-0.6 °C 5:08 TU,1.7 °C
DO,"Castell D'aro, Platja D'aro i S'agaró - Castell D'aro",CASTELL_DARO_PLATJA_DARO_I_SAGARO___CASTELL_DARO_D,2026-01-29,2026-01-29 11:55:31,https://www.meteo.cat/observacions/xema/dades?codi=DO&dia=2026-01-29T09:00Z,,85%,0.0 mm,1001.3 hPa,2.3 MJ/m2,18.7 km/h - 278º 10:27 TU,11.1 °C 10:28 TU,1.3 °C 5:32 TU,3.4 °C
MS,Castellar de N'hug - el Clot del Moro,CASTELLAR_DE_NHUG___EL_CLOT_DEL_MORO_MS,2026-01-29,2026-01-29 11:55:33,https://www.meteo.cat/observacions/xema/dades?codi=MS&dia=2026-01-29T09:00Z,,96%,0.0 mm,,,,0.7 °C 10:11 TU,-2.8 °C 4:36 TU,-1.8 °C
XC,Castellbisbal,CASTELLBISBAL_XC,2026-01-29,2026-01-29 11:55:35,https://www.meteo.cat/observacions/xema/dades?codi=XC&dia=2026-01-29T09:00Z,,79%,0.0 mm,1003.0 hPa,2.3 MJ/m2,22.3 km/h - 256º 1:08 TU,11.2 °C 10:26 TU,3.7 °C 7:30 TU,6.2 °C
U4,Castellnou de Bages,CASTELLNOU_DE_BAGES_U4,2026-01-29,2026-01-29 11:55:38,https://www.meteo.cat/observacions/xema/dades?codi=U4&dia=2026-01-29T09:00Z,,96%,0.0 mm,,2.8 MJ/m2,24.8 km/h - 313º 0:49 TU,5.2 °C 10:12 TU,-0.6 °C 7:17 TU,1.5 °C
C6,Castellnou de Seana,CASTELLNOU_DE_SEANA_C6,2026-01-29,2026-01-29 11:55:40,https://www.meteo.cat/observacions/xema/dades?codi=C6&dia=2026-01-29T09:00Z,,93%,0.0 mm,1003.6 hPa,1.1 MJ/m2,18.4 km/h - 224º 4:20 TU,8.1 °C 10:18 TU,0.7 °C 6:33 TU,3.2 °C
W1,Castelló D'empúries,CASTELLO_DEMPURIES_W1,2026-01-29,2026-01-29 11:55:43,https://www.meteo.cat/observacions/xema/dades?codi=W1&dia=2026-01-29T09:00Z,,98%,2.2 mm,,,,8.6 °C 10:29 TU,1.2 °C 5:47 TU,3.0 °C
C8,Cervera,CERVERA_C8,2026-01-29,2026-01-29 11:55:45,https://www.meteo.cat/observacions/xema/dades?codi=C8&dia=2026-01-29T09:00Z,,97%,0.0 mm,1003.1 hPa,1.7 MJ/m2,20.5 km/h - 279º 2:40 TU,6.1 °C 10:04 TU,1.7 °C 2:32 TU,2.9 °C
VQ,Constantí,CONSTANTI_VQ,2026-01-29,2026-01-29 11:55:48,https://www.meteo.cat/observacions/xema/dades?codi=VQ&dia=2026-01-29T09:00Z,,64%,0.0 mm,1002.2 hPa,1.5 MJ/m2,49.7 km/h - 299º 0:32 TU,11.8 °C 2:05 TU,6.7 °C 7:34 TU,9.4 °C
MR,Cornudella de Montsant - Pantà de Siurana,CORNUDELLA_DE_MONTSANT___PANTA_DE_SIURANA_MR,2026-01-29,2026-01-29 11:55:50,https://www.meteo.cat/observacions/xema/dades?codi=MR&dia=2026-01-29T09:00Z,,76%,0.0 mm,1002.7 hPa,1.2 MJ/m2,56.9 km/h - 259º 2:09 TU,8.6 °C 10:29 TU,4.9 °C 7:00 TU,6.5 °C
WZ,Cunit,CUNIT_WZ,2026-01-29,2026-01-29 11:55:53,https://www.meteo.cat/observacions/xema/dades?codi=WZ&dia=2026-01-29T09:00Z,,65%,0.0 mm,1002.6 hPa,1.4 MJ/m2,32.0 km/h - 308º 2:23 TU,12.9 °C 10:29 TU,7.3 °C 7:31 TU,9.6 °C
DP,Das - Aeròdrom,DAS___AERODROM_DP,2026-01-29,2026-01-29 11:55:55,https://www.meteo.cat/observacions/xema/dades?codi=DP&dia=2026-01-29T09:00Z,5 cm,89%,0.0 mm,1007.3 hPa,3.5 MJ/m2,11.2 km/h - 89º 5:24 TU,-0.9 °C 10:29 TU,-8.1 °C 4:29 TU,-5.5 °C
UQ,Dosrius - Pn Montnegre Corredor,DOSRIUS___PN_MONTNEGRE_CORREDOR_UQ,2026-01-29,2026-01-29 11:55:58,https://www.meteo.cat/observacions/xema/dades?codi=UQ&dia=2026-01-29T09:00Z,,72%,0.0 mm,,2.2 MJ/m2,29.2 km/h - 255º 0:54 TU,8.5 °C 10:29 TU,4.2 °C 5:25 TU,5.0 °C
WJ,El Masroig - el Masroig,EL_MASROIG___EL_MASROIG_WJ,2026-01-29,2026-01-29 11:56:00,https://www.meteo.cat/observacions/xema/dades?codi=WJ&dia=2026-01-29T09:00Z,,85%,0.0 mm,,,13.0 km/h - 268º 0:13 TU,10.2 °C 10:20 TU,3.2 °C 3:34 TU,5.5 °C
UH,El Montmell - el Montmell,EL_MONTMELL___EL_MONTMELL_UH,2026-01-29,2026-01-29 11:56:02,https://www.meteo.cat/observacions/xema/dades?codi=UH&dia=2026-01-29T09:00Z,,78%,0.0 mm,,1.4 MJ/m2,50.8 km/h - 246º 0:15 TU,8.4 °C 9:44 TU,4.4 °C 4:05 TU,5.5 °C
DB,El Perelló - el Perelló,EL_PERELLO___EL_PERELLO_DB,2026-01-29,2026-01-29 11:56:05,https://www.meteo.cat/observacions/xema/dades?codi=DB&dia=2026-01-29T09:00Z,,70%,0.3 mm,1002.7 hPa,0.9 MJ/m2,38.9 km/h - 305º 1:54 TU,11.5 °C 1:57 TU,7.5 °C 1:31 TU,9.3 °C
V8,El Poal - el Poal,EL_POAL___EL_POAL_V8,2026-01-29,2026-01-29 11:56:07,https://www.meteo.cat/observacions/xema/dades?codi=V8&dia=2026-01-29T09:00Z,,95%,0.0 mm,,1.1 MJ/m2,14.8 km/h - 228º 1:52 TU,6.6 °C 10:28 TU,0.5 °C 7:23 TU,3.2 °C
CT,El Pont de Suert - el Pont de Suert,EL_PONT_DE_SUERT___EL_PONT_DE_SUERT_CT,2026-01-29,2026-01-29 11:56:10,https://www.meteo.cat/observacions/xema/dades?codi=CT&dia=2026-01-29T09:00Z,,95%,0.0 mm,1005.8 hPa,1.5 MJ/m2,5.8 km/h - 119º 8:56 TU,2.9 °C 10:29 TU,-3.8 °C 7:08 TU,-2.2 °C
XL,El Prat de Llobregat - el Prat de Llobregat,EL_PRAT_DE_LLOBREGAT___EL_PRAT_DE_LLOBREGAT_XL,2026-01-29,2026-01-29 11:56:12,https://www.meteo.cat/observacions/xema/dades?codi=XL&dia=2026-01-29T09:00Z,,72%,0.0 mm,,2.6 MJ/m2,25.2 km/h - 339º 2:16 TU,13.4 °C 10:29 TU,5.5 °C 6:23 TU,8.2 °C
Y7,El Prat de Llobregat - Port de Barcelona - Bocana Sud,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___BOCANA_,2026-01-29,2026-01-29 11:56:14,https://www.meteo.cat/observacions/xema/dades?codi=Y7&dia=2026-01-29T09:00Z,,,,,,,,,
YQ,El Prat de Llobregat - Port de Barcelona - Zal Prat,EL_PRAT_DE_LLOBREGAT___PORT_DE_BARCELONA___ZAL_PRA,2026-01-29,2026-01-29 11:56:17,https://www.meteo.cat/observacions/xema/dades?codi=YQ&dia=2026-01-29T09:00Z,,67%,0.0 mm,1002.1 hPa,2.3 MJ/m2,27.4 km/h - 272º 2:01 TU,12.9 °C 10:29 TU,7.1 °C 5:06 TU,8.7 °C
D9,El Vendrell - el Vendrell,EL_VENDRELL___EL_VENDRELL_D9,2026-01-29,2026-01-29 11:56:19,https://www.meteo.cat/observacions/xema/dades?codi=D9&dia=2026-01-29T09:00Z,,70%,0.0 mm,1002.5 hPa,1.5 MJ/m2,28.4 km/h - 291º 0:12 TU,11.6 °C 10:29 TU,4.4 °C 5:06 TU,8.4 °C
XM,Els Alamús - els Alamús,ELS_ALAMUS___ELS_ALAMUS_XM,2026-01-29,2026-01-29 11:56:22,https://www.meteo.cat/observacions/xema/dades?codi=XM&dia=2026-01-29T09:00Z,,97%,0.0 mm,,,11.2 km/h - 258º 9:44 TU,8.3 °C 9:59 TU,1.9 °C 1:55 TU,4.0 °C
CE,Els Hostalets de Pierola - els Hostalets de Pierola,ELS_HOSTALETS_DE_PIEROLA___ELS_HOSTALETS_DE_PIEROL,2026-01-29,2026-01-29 11:56:24,https://www.meteo.cat/observacions/xema/dades?codi=CE&dia=2026-01-29T09:00Z,,79%,0.0 mm,1002.5 hPa,2.3 MJ/m2,28.1 km/h - 284º 0:43 TU,9.2 °C 10:28 TU,3.8 °C 4:38 TU,5.9 °C
VD,Els Plans de Sió - el Canós,ELS_PLANS_DE_SIO___EL_CANOS_VD,2026-01-29,2026-01-29 11:56:27,https://www.meteo.cat/observacions/xema/dades?codi=VD&dia=2026-01-29T09:00Z,,93%,0.0 mm,,1.4 MJ/m2,16.2 km/h - 232º 9:57 TU,6.5 °C 10:29 TU,1.7 °C 3:57 TU,3.1 °C
VZ,Espolla,ESPOLLA_VZ,2026-01-29,2026-01-29 11:56:30,https://www.meteo.cat/observacions/xema/dades?codi=VZ&dia=2026-01-29T09:00Z,,87%,0.0 mm,,,,10.3 °C 10:29 TU,0.8 °C 3:52 TU,3.4 °C
Z7,Espot (2.519 m),ESPOT_2519_M_Z7,2026-01-29,2026-01-29 11:56:32,https://www.meteo.cat/observacions/xema/dades?codi=Z7&dia=2026-01-29T09:00Z,99 cm,58%,0.0 mm,,0.9 MJ/m2,48.6 km/h - 192º 0:42 TU,-1.2 °C 9:37 TU,-7.7 °C 3:22 TU,-4.8 °C
X1,Falset,FALSET_X1,2026-01-29,2026-01-29 11:56:35,https://www.meteo.cat/observacions/xema/dades?codi=X1&dia=2026-01-29T09:00Z,,81%,0.1 mm,1003.6 hPa,1.1 MJ/m2,40.3 km/h - 310º 1:15 TU,9.5 °C 10:28 TU,4.9 °C 4:19 TU,6.3 °C
KP,Fogars de la Selva,FOGARS_DE_LA_SELVA_KP,2026-01-29,2026-01-29 11:56:37,https://www.meteo.cat/observacions/xema/dades?codi=KP&dia=2026-01-29T09:00Z,,92%,0.0 mm,,,,9.8 °C 10:29 TU,-0.7 °C 5:00 TU,1.5 °C
XK,Fogars de Montclús - Puig Sesolles (1.668 m),FOGARS_DE_MONTCLUS___PUIG_SESOLLES_1668_M_XK,2026-01-29,2026-01-29 11:56:39,https://www.meteo.cat/observacions/xema/dades?codi=XK&dia=2026-01-29T09:00Z,7 cm,63%,0.0 mm,,2.4 MJ/m2,62.3 km/h - 263º 10:20 TU,-0.2 °C 1:18 TU,-3.3 °C 8:00 TU,-1.3 °C
